class,filename
1,data\train_aug\COVID/101_3.jpg
1,data\train_aug\COVID/101_4.jpg
1,data\train_aug\COVID/101_5.jpg
1,data\train_aug\COVID/101_6.jpg
1,data\train_aug\COVID/101_7.jpg
1,data\train_aug\COVID/101_8.jpg
1,data\train_aug\COVID/101_9.jpg
1,data\train_aug\COVID/102_1.jpg
1,data\train_aug\COVID/102_10.jpg
1,data\train_aug\COVID/102_11.jpg
1,data\train_aug\COVID/102_12.jpg
1,data\train_aug\COVID/102_13.jpg
1,data\train_aug\COVID/102_14.jpg
1,data\train_aug\COVID/102_15.jpg
1,data\train_aug\COVID/102_16.jpg
1,data\train_aug\COVID/102_17.jpg
1,data\train_aug\COVID/102_18.jpg
1,data\train_aug\COVID/102_19.jpg
1,data\train_aug\COVID/102_2.jpg
1,data\train_aug\COVID/102_20.jpg
1,data\train_aug\COVID/102_3.jpg
1,data\train_aug\COVID/102_4.jpg
1,data\train_aug\COVID/102_5.jpg
1,data\train_aug\COVID/102_6.jpg
1,data\train_aug\COVID/102_7.jpg
1,data\train_aug\COVID/102_8.jpg
1,data\train_aug\COVID/102_9.jpg
1,data\train_aug\COVID/103_1.jpg
1,data\train_aug\COVID/103_10.jpg
1,data\train_aug\COVID/103_11.jpg
1,data\train_aug\COVID/103_12.jpg
1,data\train_aug\COVID/103_13.jpg
1,data\train_aug\COVID/103_14.jpg
1,data\train_aug\COVID/103_15.jpg
1,data\train_aug\COVID/103_16.jpg
1,data\train_aug\COVID/103_17.jpg
1,data\train_aug\COVID/103_18.jpg
1,data\train_aug\COVID/103_19.jpg
1,data\train_aug\COVID/103_2.jpg
1,data\train_aug\COVID/103_20.jpg
1,data\train_aug\COVID/103_3.jpg
1,data\train_aug\COVID/103_4.jpg
1,data\train_aug\COVID/103_5.jpg
1,data\train_aug\COVID/103_6.jpg
1,data\train_aug\COVID/103_7.jpg
1,data\train_aug\COVID/103_8.jpg
1,data\train_aug\COVID/103_9.jpg
1,data\train_aug\COVID/104_1.jpg
1,data\train_aug\COVID/104_10.jpg
1,data\train_aug\COVID/104_11.jpg
1,data\train_aug\COVID/104_12.jpg
1,data\train_aug\COVID/104_13.jpg
1,data\train_aug\COVID/104_14.jpg
1,data\train_aug\COVID/104_15.jpg
1,data\train_aug\COVID/104_16.jpg
1,data\train_aug\COVID/104_17.jpg
1,data\train_aug\COVID/104_18.jpg
1,data\train_aug\COVID/104_19.jpg
1,data\train_aug\COVID/104_2.jpg
1,data\train_aug\COVID/104_20.jpg
1,data\train_aug\COVID/104_3.jpg
1,data\train_aug\COVID/104_4.jpg
1,data\train_aug\COVID/104_5.jpg
1,data\train_aug\COVID/104_6.jpg
1,data\train_aug\COVID/104_7.jpg
1,data\train_aug\COVID/104_8.jpg
1,data\train_aug\COVID/104_9.jpg
1,data\train_aug\COVID/105_1.jpg
1,data\train_aug\COVID/105_10.jpg
1,data\train_aug\COVID/105_11.jpg
1,data\train_aug\COVID/105_12.jpg
1,data\train_aug\COVID/105_13.jpg
1,data\train_aug\COVID/105_14.jpg
1,data\train_aug\COVID/105_15.jpg
1,data\train_aug\COVID/105_16.jpg
1,data\train_aug\COVID/105_17.jpg
1,data\train_aug\COVID/105_18.jpg
1,data\train_aug\COVID/105_19.jpg
1,data\train_aug\COVID/105_2.jpg
1,data\train_aug\COVID/105_20.jpg
1,data\train_aug\COVID/105_3.jpg
1,data\train_aug\COVID/105_4.jpg
1,data\train_aug\COVID/105_5.jpg
1,data\train_aug\COVID/105_6.jpg
1,data\train_aug\COVID/105_7.jpg
1,data\train_aug\COVID/105_8.jpg
1,data\train_aug\COVID/105_9.jpg
1,data\train_aug\COVID/106_1.jpg
1,data\train_aug\COVID/106_10.jpg
1,data\train_aug\COVID/106_11.jpg
1,data\train_aug\COVID/106_12.jpg
1,data\train_aug\COVID/106_13.jpg
1,data\train_aug\COVID/106_14.jpg
1,data\train_aug\COVID/106_15.jpg
1,data\train_aug\COVID/106_16.jpg
1,data\train_aug\COVID/106_17.jpg
1,data\train_aug\COVID/106_18.jpg
1,data\train_aug\COVID/106_19.jpg
1,data\train_aug\COVID/106_2.jpg
1,data\train_aug\COVID/106_20.jpg
1,data\train_aug\COVID/106_3.jpg
1,data\train_aug\COVID/106_4.jpg
1,data\train_aug\COVID/106_5.jpg
1,data\train_aug\COVID/106_6.jpg
1,data\train_aug\COVID/106_7.jpg
1,data\train_aug\COVID/106_8.jpg
1,data\train_aug\COVID/106_9.jpg
1,data\train_aug\COVID/107_1.jpg
1,data\train_aug\COVID/107_10.jpg
1,data\train_aug\COVID/107_11.jpg
1,data\train_aug\COVID/107_12.jpg
1,data\train_aug\COVID/107_13.jpg
1,data\train_aug\COVID/107_14.jpg
1,data\train_aug\COVID/107_15.jpg
1,data\train_aug\COVID/107_16.jpg
1,data\train_aug\COVID/107_17.jpg
1,data\train_aug\COVID/107_18.jpg
1,data\train_aug\COVID/107_19.jpg
1,data\train_aug\COVID/107_2.jpg
1,data\train_aug\COVID/107_20.jpg
1,data\train_aug\COVID/107_3.jpg
1,data\train_aug\COVID/107_4.jpg
1,data\train_aug\COVID/107_5.jpg
1,data\train_aug\COVID/107_6.jpg
1,data\train_aug\COVID/107_7.jpg
1,data\train_aug\COVID/107_8.jpg
1,data\train_aug\COVID/107_9.jpg
1,data\train_aug\COVID/108_1.jpg
1,data\train_aug\COVID/108_10.jpg
1,data\train_aug\COVID/108_11.jpg
1,data\train_aug\COVID/108_12.jpg
1,data\train_aug\COVID/108_13.jpg
1,data\train_aug\COVID/108_14.jpg
1,data\train_aug\COVID/108_15.jpg
1,data\train_aug\COVID/108_16.jpg
1,data\train_aug\COVID/108_17.jpg
1,data\train_aug\COVID/108_18.jpg
1,data\train_aug\COVID/108_19.jpg
1,data\train_aug\COVID/108_2.jpg
1,data\train_aug\COVID/108_20.jpg
1,data\train_aug\COVID/108_3.jpg
1,data\train_aug\COVID/108_4.jpg
1,data\train_aug\COVID/108_5.jpg
1,data\train_aug\COVID/108_6.jpg
1,data\train_aug\COVID/108_7.jpg
1,data\train_aug\COVID/108_8.jpg
1,data\train_aug\COVID/108_9.jpg
1,data\train_aug\COVID/109_1.jpg
1,data\train_aug\COVID/109_10.jpg
1,data\train_aug\COVID/109_11.jpg
1,data\train_aug\COVID/109_12.jpg
1,data\train_aug\COVID/109_13.jpg
1,data\train_aug\COVID/109_14.jpg
1,data\train_aug\COVID/109_15.jpg
1,data\train_aug\COVID/109_16.jpg
1,data\train_aug\COVID/109_17.jpg
1,data\train_aug\COVID/109_18.jpg
1,data\train_aug\COVID/109_19.jpg
1,data\train_aug\COVID/109_2.jpg
1,data\train_aug\COVID/109_20.jpg
1,data\train_aug\COVID/109_3.jpg
1,data\train_aug\COVID/109_4.jpg
1,data\train_aug\COVID/109_5.jpg
1,data\train_aug\COVID/109_6.jpg
1,data\train_aug\COVID/109_7.jpg
1,data\train_aug\COVID/109_8.jpg
1,data\train_aug\COVID/109_9.jpg
1,data\train_aug\COVID/10_1.jpg
1,data\train_aug\COVID/10_10.jpg
1,data\train_aug\COVID/10_11.jpg
1,data\train_aug\COVID/10_12.jpg
1,data\train_aug\COVID/10_13.jpg
1,data\train_aug\COVID/10_14.jpg
1,data\train_aug\COVID/10_15.jpg
1,data\train_aug\COVID/10_16.jpg
1,data\train_aug\COVID/10_17.jpg
1,data\train_aug\COVID/10_18.jpg
1,data\train_aug\COVID/10_19.jpg
1,data\train_aug\COVID/10_2.jpg
1,data\train_aug\COVID/10_20.jpg
1,data\train_aug\COVID/10_3.jpg
1,data\train_aug\COVID/10_4.jpg
1,data\train_aug\COVID/10_5.jpg
1,data\train_aug\COVID/10_6.jpg
1,data\train_aug\COVID/10_7.jpg
1,data\train_aug\COVID/10_8.jpg
1,data\train_aug\COVID/10_9.jpg
1,data\train_aug\COVID/110_1.jpg
1,data\train_aug\COVID/110_10.jpg
1,data\train_aug\COVID/110_11.jpg
1,data\train_aug\COVID/110_12.jpg
1,data\train_aug\COVID/110_13.jpg
1,data\train_aug\COVID/110_14.jpg
1,data\train_aug\COVID/110_15.jpg
1,data\train_aug\COVID/110_16.jpg
1,data\train_aug\COVID/110_17.jpg
1,data\train_aug\COVID/110_18.jpg
1,data\train_aug\COVID/110_19.jpg
1,data\train_aug\COVID/110_2.jpg
1,data\train_aug\COVID/110_20.jpg
1,data\train_aug\COVID/110_3.jpg
1,data\train_aug\COVID/110_4.jpg
1,data\train_aug\COVID/110_5.jpg
1,data\train_aug\COVID/110_6.jpg
1,data\train_aug\COVID/110_7.jpg
1,data\train_aug\COVID/110_8.jpg
1,data\train_aug\COVID/110_9.jpg
1,data\train_aug\COVID/111_1.jpg
1,data\train_aug\COVID/111_10.jpg
1,data\train_aug\COVID/111_11.jpg
1,data\train_aug\COVID/111_12.jpg
1,data\train_aug\COVID/111_13.jpg
1,data\train_aug\COVID/111_14.jpg
1,data\train_aug\COVID/111_15.jpg
1,data\train_aug\COVID/111_16.jpg
1,data\train_aug\COVID/111_17.jpg
1,data\train_aug\COVID/111_18.jpg
1,data\train_aug\COVID/111_19.jpg
1,data\train_aug\COVID/111_2.jpg
1,data\train_aug\COVID/111_20.jpg
1,data\train_aug\COVID/111_3.jpg
1,data\train_aug\COVID/111_4.jpg
1,data\train_aug\COVID/111_5.jpg
1,data\train_aug\COVID/111_6.jpg
1,data\train_aug\COVID/111_7.jpg
1,data\train_aug\COVID/111_8.jpg
1,data\train_aug\COVID/111_9.jpg
1,data\train_aug\COVID/112_1.jpg
1,data\train_aug\COVID/112_10.jpg
1,data\train_aug\COVID/112_11.jpg
1,data\train_aug\COVID/112_12.jpg
1,data\train_aug\COVID/112_13.jpg
1,data\train_aug\COVID/112_14.jpg
1,data\train_aug\COVID/112_15.jpg
1,data\train_aug\COVID/112_16.jpg
1,data\train_aug\COVID/112_17.jpg
1,data\train_aug\COVID/112_18.jpg
1,data\train_aug\COVID/112_19.jpg
1,data\train_aug\COVID/112_2.jpg
1,data\train_aug\COVID/112_20.jpg
1,data\train_aug\COVID/112_3.jpg
1,data\train_aug\COVID/112_4.jpg
1,data\train_aug\COVID/112_5.jpg
1,data\train_aug\COVID/112_6.jpg
1,data\train_aug\COVID/112_7.jpg
1,data\train_aug\COVID/112_8.jpg
1,data\train_aug\COVID/112_9.jpg
1,data\train_aug\COVID/113_1.jpg
1,data\train_aug\COVID/113_10.jpg
1,data\train_aug\COVID/113_11.jpg
1,data\train_aug\COVID/113_12.jpg
1,data\train_aug\COVID/113_13.jpg
1,data\train_aug\COVID/113_14.jpg
1,data\train_aug\COVID/113_15.jpg
1,data\train_aug\COVID/113_16.jpg
1,data\train_aug\COVID/113_17.jpg
1,data\train_aug\COVID/113_18.jpg
1,data\train_aug\COVID/113_19.jpg
1,data\train_aug\COVID/113_2.jpg
1,data\train_aug\COVID/113_20.jpg
1,data\train_aug\COVID/113_3.jpg
1,data\train_aug\COVID/113_4.jpg
1,data\train_aug\COVID/113_5.jpg
1,data\train_aug\COVID/113_6.jpg
1,data\train_aug\COVID/113_7.jpg
1,data\train_aug\COVID/113_8.jpg
1,data\train_aug\COVID/113_9.jpg
1,data\train_aug\COVID/114_1.jpg
1,data\train_aug\COVID/114_10.jpg
1,data\train_aug\COVID/114_11.jpg
1,data\train_aug\COVID/114_12.jpg
1,data\train_aug\COVID/114_13.jpg
1,data\train_aug\COVID/114_14.jpg
1,data\train_aug\COVID/114_15.jpg
1,data\train_aug\COVID/114_16.jpg
1,data\train_aug\COVID/114_17.jpg
1,data\train_aug\COVID/114_18.jpg
1,data\train_aug\COVID/114_19.jpg
1,data\train_aug\COVID/114_2.jpg
1,data\train_aug\COVID/114_20.jpg
1,data\train_aug\COVID/114_3.jpg
1,data\train_aug\COVID/114_4.jpg
1,data\train_aug\COVID/114_5.jpg
1,data\train_aug\COVID/114_6.jpg
1,data\train_aug\COVID/114_7.jpg
1,data\train_aug\COVID/114_8.jpg
1,data\train_aug\COVID/114_9.jpg
1,data\train_aug\COVID/115_1.jpg
1,data\train_aug\COVID/115_10.jpg
1,data\train_aug\COVID/115_11.jpg
1,data\train_aug\COVID/115_12.jpg
1,data\train_aug\COVID/115_13.jpg
1,data\train_aug\COVID/115_14.jpg
1,data\train_aug\COVID/115_15.jpg
1,data\train_aug\COVID/115_16.jpg
1,data\train_aug\COVID/115_17.jpg
1,data\train_aug\COVID/115_18.jpg
1,data\train_aug\COVID/115_19.jpg
1,data\train_aug\COVID/115_2.jpg
1,data\train_aug\COVID/115_20.jpg
1,data\train_aug\COVID/115_3.jpg
1,data\train_aug\COVID/115_4.jpg
1,data\train_aug\COVID/115_5.jpg
1,data\train_aug\COVID/115_6.jpg
1,data\train_aug\COVID/115_7.jpg
1,data\train_aug\COVID/115_8.jpg
1,data\train_aug\COVID/115_9.jpg
1,data\train_aug\COVID/116_1.jpg
1,data\train_aug\COVID/116_10.jpg
1,data\train_aug\COVID/116_11.jpg
1,data\train_aug\COVID/116_12.jpg
1,data\train_aug\COVID/116_13.jpg
1,data\train_aug\COVID/116_14.jpg
1,data\train_aug\COVID/116_15.jpg
1,data\train_aug\COVID/116_16.jpg
1,data\train_aug\COVID/116_17.jpg
1,data\train_aug\COVID/116_18.jpg
1,data\train_aug\COVID/116_19.jpg
1,data\train_aug\COVID/116_2.jpg
1,data\train_aug\COVID/116_20.jpg
1,data\train_aug\COVID/116_3.jpg
1,data\train_aug\COVID/116_4.jpg
1,data\train_aug\COVID/116_5.jpg
1,data\train_aug\COVID/116_6.jpg
1,data\train_aug\COVID/116_7.jpg
1,data\train_aug\COVID/116_8.jpg
1,data\train_aug\COVID/116_9.jpg
1,data\train_aug\COVID/117_1.jpg
1,data\train_aug\COVID/117_10.jpg
1,data\train_aug\COVID/117_11.jpg
1,data\train_aug\COVID/117_12.jpg
1,data\train_aug\COVID/117_13.jpg
1,data\train_aug\COVID/117_14.jpg
1,data\train_aug\COVID/117_15.jpg
1,data\train_aug\COVID/117_16.jpg
1,data\train_aug\COVID/117_17.jpg
1,data\train_aug\COVID/117_18.jpg
1,data\train_aug\COVID/117_19.jpg
1,data\train_aug\COVID/117_2.jpg
1,data\train_aug\COVID/117_20.jpg
1,data\train_aug\COVID/117_3.jpg
1,data\train_aug\COVID/117_4.jpg
1,data\train_aug\COVID/117_5.jpg
1,data\train_aug\COVID/117_6.jpg
1,data\train_aug\COVID/117_7.jpg
1,data\train_aug\COVID/117_8.jpg
1,data\train_aug\COVID/117_9.jpg
1,data\train_aug\COVID/118_1.jpg
1,data\train_aug\COVID/118_10.jpg
1,data\train_aug\COVID/118_11.jpg
1,data\train_aug\COVID/118_12.jpg
1,data\train_aug\COVID/118_13.jpg
1,data\train_aug\COVID/118_14.jpg
1,data\train_aug\COVID/118_15.jpg
1,data\train_aug\COVID/118_16.jpg
1,data\train_aug\COVID/118_17.jpg
1,data\train_aug\COVID/118_18.jpg
1,data\train_aug\COVID/118_19.jpg
1,data\train_aug\COVID/118_2.jpg
1,data\train_aug\COVID/118_20.jpg
1,data\train_aug\COVID/118_3.jpg
1,data\train_aug\COVID/118_4.jpg
1,data\train_aug\COVID/118_5.jpg
1,data\train_aug\COVID/118_6.jpg
1,data\train_aug\COVID/118_7.jpg
1,data\train_aug\COVID/118_8.jpg
1,data\train_aug\COVID/118_9.jpg
1,data\train_aug\COVID/119_1.jpg
1,data\train_aug\COVID/119_10.jpg
1,data\train_aug\COVID/119_11.jpg
1,data\train_aug\COVID/119_12.jpg
1,data\train_aug\COVID/119_13.jpg
1,data\train_aug\COVID/119_14.jpg
1,data\train_aug\COVID/119_15.jpg
1,data\train_aug\COVID/119_16.jpg
1,data\train_aug\COVID/119_17.jpg
1,data\train_aug\COVID/119_18.jpg
1,data\train_aug\COVID/119_19.jpg
1,data\train_aug\COVID/119_2.jpg
1,data\train_aug\COVID/119_20.jpg
1,data\train_aug\COVID/119_3.jpg
1,data\train_aug\COVID/119_4.jpg
1,data\train_aug\COVID/119_5.jpg
1,data\train_aug\COVID/119_6.jpg
1,data\train_aug\COVID/119_7.jpg
1,data\train_aug\COVID/119_8.jpg
1,data\train_aug\COVID/119_9.jpg
1,data\train_aug\COVID/11_1.jpg
1,data\train_aug\COVID/11_10.jpg
1,data\train_aug\COVID/11_11.jpg
1,data\train_aug\COVID/11_12.jpg
1,data\train_aug\COVID/11_13.jpg
1,data\train_aug\COVID/11_14.jpg
1,data\train_aug\COVID/11_15.jpg
1,data\train_aug\COVID/11_16.jpg
1,data\train_aug\COVID/11_17.jpg
1,data\train_aug\COVID/11_18.jpg
1,data\train_aug\COVID/11_19.jpg
1,data\train_aug\COVID/11_2.jpg
1,data\train_aug\COVID/11_20.jpg
1,data\train_aug\COVID/11_3.jpg
1,data\train_aug\COVID/11_4.jpg
1,data\train_aug\COVID/11_5.jpg
1,data\train_aug\COVID/11_6.jpg
1,data\train_aug\COVID/11_7.jpg
1,data\train_aug\COVID/11_8.jpg
1,data\train_aug\COVID/11_9.jpg
1,data\train_aug\COVID/120_1.jpg
1,data\train_aug\COVID/120_10.jpg
1,data\train_aug\COVID/120_11.jpg
1,data\train_aug\COVID/120_12.jpg
1,data\train_aug\COVID/120_13.jpg
1,data\train_aug\COVID/120_14.jpg
1,data\train_aug\COVID/120_15.jpg
1,data\train_aug\COVID/120_16.jpg
1,data\train_aug\COVID/120_17.jpg
1,data\train_aug\COVID/120_18.jpg
1,data\train_aug\COVID/120_19.jpg
1,data\train_aug\COVID/120_2.jpg
1,data\train_aug\COVID/120_20.jpg
1,data\train_aug\COVID/120_3.jpg
1,data\train_aug\COVID/120_4.jpg
1,data\train_aug\COVID/120_5.jpg
1,data\train_aug\COVID/120_6.jpg
1,data\train_aug\COVID/120_7.jpg
1,data\train_aug\COVID/120_8.jpg
1,data\train_aug\COVID/120_9.jpg
1,data\train_aug\COVID/121_1.jpg
1,data\train_aug\COVID/121_10.jpg
1,data\train_aug\COVID/121_11.jpg
1,data\train_aug\COVID/121_12.jpg
1,data\train_aug\COVID/121_13.jpg
1,data\train_aug\COVID/121_14.jpg
1,data\train_aug\COVID/121_15.jpg
1,data\train_aug\COVID/121_16.jpg
1,data\train_aug\COVID/121_17.jpg
1,data\train_aug\COVID/121_18.jpg
1,data\train_aug\COVID/121_19.jpg
1,data\train_aug\COVID/121_2.jpg
1,data\train_aug\COVID/121_20.jpg
1,data\train_aug\COVID/121_3.jpg
1,data\train_aug\COVID/121_4.jpg
1,data\train_aug\COVID/121_5.jpg
1,data\train_aug\COVID/121_6.jpg
1,data\train_aug\COVID/121_7.jpg
1,data\train_aug\COVID/121_8.jpg
1,data\train_aug\COVID/121_9.jpg
1,data\train_aug\COVID/122_1.jpg
1,data\train_aug\COVID/122_10.jpg
1,data\train_aug\COVID/122_11.jpg
1,data\train_aug\COVID/122_12.jpg
1,data\train_aug\COVID/122_13.jpg
1,data\train_aug\COVID/122_14.jpg
1,data\train_aug\COVID/122_15.jpg
1,data\train_aug\COVID/122_16.jpg
1,data\train_aug\COVID/122_17.jpg
1,data\train_aug\COVID/122_18.jpg
1,data\train_aug\COVID/122_19.jpg
1,data\train_aug\COVID/122_2.jpg
1,data\train_aug\COVID/122_20.jpg
1,data\train_aug\COVID/122_3.jpg
1,data\train_aug\COVID/122_4.jpg
1,data\train_aug\COVID/122_5.jpg
1,data\train_aug\COVID/122_6.jpg
1,data\train_aug\COVID/122_7.jpg
1,data\train_aug\COVID/122_8.jpg
1,data\train_aug\COVID/122_9.jpg
1,data\train_aug\COVID/123_1.jpg
1,data\train_aug\COVID/123_10.jpg
1,data\train_aug\COVID/123_11.jpg
1,data\train_aug\COVID/123_12.jpg
1,data\train_aug\COVID/123_13.jpg
1,data\train_aug\COVID/123_14.jpg
1,data\train_aug\COVID/123_15.jpg
1,data\train_aug\COVID/123_16.jpg
1,data\train_aug\COVID/123_17.jpg
1,data\train_aug\COVID/123_18.jpg
1,data\train_aug\COVID/123_19.jpg
1,data\train_aug\COVID/123_2.jpg
1,data\train_aug\COVID/123_20.jpg
1,data\train_aug\COVID/123_3.jpg
1,data\train_aug\COVID/123_4.jpg
1,data\train_aug\COVID/123_5.jpg
1,data\train_aug\COVID/123_6.jpg
1,data\train_aug\COVID/123_7.jpg
1,data\train_aug\COVID/123_8.jpg
1,data\train_aug\COVID/123_9.jpg
1,data\train_aug\COVID/124_1.jpg
1,data\train_aug\COVID/124_10.jpg
1,data\train_aug\COVID/124_11.jpg
1,data\train_aug\COVID/124_12.jpg
1,data\train_aug\COVID/124_13.jpg
1,data\train_aug\COVID/124_14.jpg
1,data\train_aug\COVID/124_15.jpg
1,data\train_aug\COVID/124_16.jpg
1,data\train_aug\COVID/124_17.jpg
1,data\train_aug\COVID/124_18.jpg
1,data\train_aug\COVID/124_19.jpg
1,data\train_aug\COVID/124_2.jpg
1,data\train_aug\COVID/124_20.jpg
1,data\train_aug\COVID/124_3.jpg
1,data\train_aug\COVID/124_4.jpg
1,data\train_aug\COVID/124_5.jpg
1,data\train_aug\COVID/124_6.jpg
1,data\train_aug\COVID/124_7.jpg
1,data\train_aug\COVID/124_8.jpg
1,data\train_aug\COVID/124_9.jpg
1,data\train_aug\COVID/125_1.jpg
1,data\train_aug\COVID/125_10.jpg
1,data\train_aug\COVID/125_11.jpg
1,data\train_aug\COVID/125_12.jpg
1,data\train_aug\COVID/125_13.jpg
1,data\train_aug\COVID/125_14.jpg
1,data\train_aug\COVID/125_15.jpg
1,data\train_aug\COVID/125_16.jpg
1,data\train_aug\COVID/125_17.jpg
1,data\train_aug\COVID/125_18.jpg
1,data\train_aug\COVID/125_19.jpg
1,data\train_aug\COVID/125_2.jpg
1,data\train_aug\COVID/125_20.jpg
1,data\train_aug\COVID/125_3.jpg
1,data\train_aug\COVID/125_4.jpg
1,data\train_aug\COVID/125_5.jpg
1,data\train_aug\COVID/125_6.jpg
1,data\train_aug\COVID/125_7.jpg
1,data\train_aug\COVID/125_8.jpg
1,data\train_aug\COVID/125_9.jpg
1,data\train_aug\COVID/126_1.jpg
1,data\train_aug\COVID/126_10.jpg
1,data\train_aug\COVID/126_11.jpg
1,data\train_aug\COVID/126_12.jpg
1,data\train_aug\COVID/126_13.jpg
1,data\train_aug\COVID/126_14.jpg
1,data\train_aug\COVID/126_15.jpg
1,data\train_aug\COVID/126_16.jpg
1,data\train_aug\COVID/126_17.jpg
1,data\train_aug\COVID/126_18.jpg
1,data\train_aug\COVID/126_19.jpg
1,data\train_aug\COVID/126_2.jpg
1,data\train_aug\COVID/126_20.jpg
1,data\train_aug\COVID/126_3.jpg
1,data\train_aug\COVID/126_4.jpg
1,data\train_aug\COVID/126_5.jpg
1,data\train_aug\COVID/126_6.jpg
1,data\train_aug\COVID/126_7.jpg
1,data\train_aug\COVID/126_8.jpg
1,data\train_aug\COVID/126_9.jpg
1,data\train_aug\COVID/127_1.jpg
1,data\train_aug\COVID/127_10.jpg
1,data\train_aug\COVID/127_11.jpg
1,data\train_aug\COVID/127_12.jpg
1,data\train_aug\COVID/127_13.jpg
1,data\train_aug\COVID/127_14.jpg
1,data\train_aug\COVID/127_15.jpg
1,data\train_aug\COVID/127_16.jpg
1,data\train_aug\COVID/127_17.jpg
1,data\train_aug\COVID/127_18.jpg
1,data\train_aug\COVID/127_19.jpg
1,data\train_aug\COVID/127_2.jpg
1,data\train_aug\COVID/127_20.jpg
1,data\train_aug\COVID/127_3.jpg
1,data\train_aug\COVID/127_4.jpg
1,data\train_aug\COVID/127_5.jpg
1,data\train_aug\COVID/127_6.jpg
1,data\train_aug\COVID/127_7.jpg
1,data\train_aug\COVID/127_8.jpg
1,data\train_aug\COVID/127_9.jpg
1,data\train_aug\COVID/128_1.jpg
1,data\train_aug\COVID/128_10.jpg
1,data\train_aug\COVID/128_11.jpg
1,data\train_aug\COVID/128_12.jpg
1,data\train_aug\COVID/128_13.jpg
1,data\train_aug\COVID/128_14.jpg
1,data\train_aug\COVID/128_15.jpg
1,data\train_aug\COVID/128_16.jpg
1,data\train_aug\COVID/128_17.jpg
1,data\train_aug\COVID/128_18.jpg
1,data\train_aug\COVID/128_19.jpg
1,data\train_aug\COVID/128_2.jpg
1,data\train_aug\COVID/128_20.jpg
1,data\train_aug\COVID/128_3.jpg
1,data\train_aug\COVID/128_4.jpg
1,data\train_aug\COVID/128_5.jpg
1,data\train_aug\COVID/128_6.jpg
1,data\train_aug\COVID/128_7.jpg
1,data\train_aug\COVID/128_8.jpg
1,data\train_aug\COVID/128_9.jpg
1,data\train_aug\COVID/129_1.jpg
1,data\train_aug\COVID/129_10.jpg
1,data\train_aug\COVID/129_11.jpg
1,data\train_aug\COVID/129_12.jpg
1,data\train_aug\COVID/129_13.jpg
1,data\train_aug\COVID/129_14.jpg
1,data\train_aug\COVID/129_15.jpg
1,data\train_aug\COVID/129_16.jpg
1,data\train_aug\COVID/129_17.jpg
1,data\train_aug\COVID/129_18.jpg
1,data\train_aug\COVID/129_19.jpg
1,data\train_aug\COVID/129_2.jpg
1,data\train_aug\COVID/129_20.jpg
1,data\train_aug\COVID/129_3.jpg
1,data\train_aug\COVID/129_4.jpg
1,data\train_aug\COVID/129_5.jpg
1,data\train_aug\COVID/129_6.jpg
1,data\train_aug\COVID/129_7.jpg
1,data\train_aug\COVID/129_8.jpg
1,data\train_aug\COVID/129_9.jpg
1,data\train_aug\COVID/12_1.jpg
1,data\train_aug\COVID/12_10.jpg
1,data\train_aug\COVID/12_11.jpg
1,data\train_aug\COVID/12_12.jpg
1,data\train_aug\COVID/12_13.jpg
1,data\train_aug\COVID/12_14.jpg
