class,filename
0,data\train_aug\NoCOVID/108_16.jpg
0,data\train_aug\NoCOVID/108_17.jpg
0,data\train_aug\NoCOVID/108_18.jpg
0,data\train_aug\NoCOVID/108_19.jpg
0,data\train_aug\NoCOVID/108_2.jpg
0,data\train_aug\NoCOVID/108_20.jpg
0,data\train_aug\NoCOVID/108_3.jpg
0,data\train_aug\NoCOVID/108_4.jpg
0,data\train_aug\NoCOVID/108_5.jpg
0,data\train_aug\NoCOVID/108_6.jpg
0,data\train_aug\NoCOVID/108_7.jpg
0,data\train_aug\NoCOVID/108_8.jpg
0,data\train_aug\NoCOVID/108_9.jpg
0,data\train_aug\NoCOVID/109_1.jpg
0,data\train_aug\NoCOVID/109_10.jpg
0,data\train_aug\NoCOVID/109_11.jpg
0,data\train_aug\NoCOVID/109_12.jpg
0,data\train_aug\NoCOVID/109_13.jpg
0,data\train_aug\NoCOVID/109_14.jpg
0,data\train_aug\NoCOVID/109_15.jpg
0,data\train_aug\NoCOVID/109_16.jpg
0,data\train_aug\NoCOVID/109_17.jpg
0,data\train_aug\NoCOVID/109_18.jpg
0,data\train_aug\NoCOVID/109_19.jpg
0,data\train_aug\NoCOVID/109_2.jpg
0,data\train_aug\NoCOVID/109_20.jpg
0,data\train_aug\NoCOVID/109_3.jpg
0,data\train_aug\NoCOVID/109_4.jpg
0,data\train_aug\NoCOVID/109_5.jpg
0,data\train_aug\NoCOVID/109_6.jpg
0,data\train_aug\NoCOVID/109_7.jpg
0,data\train_aug\NoCOVID/109_8.jpg
0,data\train_aug\NoCOVID/109_9.jpg
0,data\train_aug\NoCOVID/10_1.jpg
0,data\train_aug\NoCOVID/10_10.jpg
0,data\train_aug\NoCOVID/10_11.jpg
0,data\train_aug\NoCOVID/10_12.jpg
0,data\train_aug\NoCOVID/10_13.jpg
0,data\train_aug\NoCOVID/10_14.jpg
0,data\train_aug\NoCOVID/10_15.jpg
0,data\train_aug\NoCOVID/10_16.jpg
0,data\train_aug\NoCOVID/10_17.jpg
0,data\train_aug\NoCOVID/10_18.jpg
0,data\train_aug\NoCOVID/10_19.jpg
0,data\train_aug\NoCOVID/10_2.jpg
0,data\train_aug\NoCOVID/10_20.jpg
0,data\train_aug\NoCOVID/10_3.jpg
0,data\train_aug\NoCOVID/10_4.jpg
0,data\train_aug\NoCOVID/10_5.jpg
0,data\train_aug\NoCOVID/10_6.jpg
0,data\train_aug\NoCOVID/10_7.jpg
0,data\train_aug\NoCOVID/10_8.jpg
0,data\train_aug\NoCOVID/10_9.jpg
0,data\train_aug\NoCOVID/110_1.jpg
0,data\train_aug\NoCOVID/110_10.jpg
0,data\train_aug\NoCOVID/110_11.jpg
0,data\train_aug\NoCOVID/110_12.jpg
0,data\train_aug\NoCOVID/110_13.jpg
0,data\train_aug\NoCOVID/110_14.jpg
0,data\train_aug\NoCOVID/110_15.jpg
0,data\train_aug\NoCOVID/110_16.jpg
0,data\train_aug\NoCOVID/110_17.jpg
0,data\train_aug\NoCOVID/110_18.jpg
0,data\train_aug\NoCOVID/110_19.jpg
0,data\train_aug\NoCOVID/110_2.jpg
0,data\train_aug\NoCOVID/110_20.jpg
0,data\train_aug\NoCOVID/110_3.jpg
0,data\train_aug\NoCOVID/110_4.jpg
0,data\train_aug\NoCOVID/110_5.jpg
0,data\train_aug\NoCOVID/110_6.jpg
0,data\train_aug\NoCOVID/110_7.jpg
0,data\train_aug\NoCOVID/110_8.jpg
0,data\train_aug\NoCOVID/110_9.jpg
0,data\train_aug\NoCOVID/111_1.jpg
0,data\train_aug\NoCOVID/111_10.jpg
0,data\train_aug\NoCOVID/111_11.jpg
0,data\train_aug\NoCOVID/111_12.jpg
0,data\train_aug\NoCOVID/111_13.jpg
0,data\train_aug\NoCOVID/111_14.jpg
0,data\train_aug\NoCOVID/111_15.jpg
0,data\train_aug\NoCOVID/111_16.jpg
0,data\train_aug\NoCOVID/111_17.jpg
0,data\train_aug\NoCOVID/111_18.jpg
0,data\train_aug\NoCOVID/111_19.jpg
0,data\train_aug\NoCOVID/111_2.jpg
0,data\train_aug\NoCOVID/111_20.jpg
0,data\train_aug\NoCOVID/111_3.jpg
0,data\train_aug\NoCOVID/111_4.jpg
0,data\train_aug\NoCOVID/111_5.jpg
0,data\train_aug\NoCOVID/111_6.jpg
0,data\train_aug\NoCOVID/111_7.jpg
0,data\train_aug\NoCOVID/111_8.jpg
0,data\train_aug\NoCOVID/111_9.jpg
0,data\train_aug\NoCOVID/112_1.jpg
0,data\train_aug\NoCOVID/112_10.jpg
0,data\train_aug\NoCOVID/112_11.jpg
0,data\train_aug\NoCOVID/112_12.jpg
0,data\train_aug\NoCOVID/112_13.jpg
0,data\train_aug\NoCOVID/112_14.jpg
0,data\train_aug\NoCOVID/112_15.jpg
0,data\train_aug\NoCOVID/112_16.jpg
0,data\train_aug\NoCOVID/112_17.jpg
0,data\train_aug\NoCOVID/112_18.jpg
0,data\train_aug\NoCOVID/112_19.jpg
0,data\train_aug\NoCOVID/112_2.jpg
0,data\train_aug\NoCOVID/112_20.jpg
0,data\train_aug\NoCOVID/112_3.jpg
0,data\train_aug\NoCOVID/112_4.jpg
0,data\train_aug\NoCOVID/112_5.jpg
0,data\train_aug\NoCOVID/112_6.jpg
0,data\train_aug\NoCOVID/112_7.jpg
0,data\train_aug\NoCOVID/112_8.jpg
0,data\train_aug\NoCOVID/112_9.jpg
0,data\train_aug\NoCOVID/113_1.jpg
0,data\train_aug\NoCOVID/113_10.jpg
0,data\train_aug\NoCOVID/113_11.jpg
0,data\train_aug\NoCOVID/113_12.jpg
0,data\train_aug\NoCOVID/113_13.jpg
0,data\train_aug\NoCOVID/113_14.jpg
0,data\train_aug\NoCOVID/113_15.jpg
0,data\train_aug\NoCOVID/113_16.jpg
0,data\train_aug\NoCOVID/113_17.jpg
0,data\train_aug\NoCOVID/113_18.jpg
0,data\train_aug\NoCOVID/113_19.jpg
0,data\train_aug\NoCOVID/113_2.jpg
0,data\train_aug\NoCOVID/113_20.jpg
0,data\train_aug\NoCOVID/113_3.jpg
0,data\train_aug\NoCOVID/113_4.jpg
0,data\train_aug\NoCOVID/113_5.jpg
0,data\train_aug\NoCOVID/113_6.jpg
0,data\train_aug\NoCOVID/113_7.jpg
0,data\train_aug\NoCOVID/113_8.jpg
0,data\train_aug\NoCOVID/113_9.jpg
0,data\train_aug\NoCOVID/114_1.jpg
0,data\train_aug\NoCOVID/114_10.jpg
0,data\train_aug\NoCOVID/114_11.jpg
0,data\train_aug\NoCOVID/114_12.jpg
0,data\train_aug\NoCOVID/114_13.jpg
0,data\train_aug\NoCOVID/114_14.jpg
0,data\train_aug\NoCOVID/114_15.jpg
0,data\train_aug\NoCOVID/114_16.jpg
0,data\train_aug\NoCOVID/114_17.jpg
0,data\train_aug\NoCOVID/114_18.jpg
0,data\train_aug\NoCOVID/114_19.jpg
0,data\train_aug\NoCOVID/114_2.jpg
0,data\train_aug\NoCOVID/114_20.jpg
0,data\train_aug\NoCOVID/114_3.jpg
0,data\train_aug\NoCOVID/114_4.jpg
0,data\train_aug\NoCOVID/114_5.jpg
0,data\train_aug\NoCOVID/114_6.jpg
0,data\train_aug\NoCOVID/114_7.jpg
0,data\train_aug\NoCOVID/114_8.jpg
0,data\train_aug\NoCOVID/114_9.jpg
0,data\train_aug\NoCOVID/115_1.jpg
0,data\train_aug\NoCOVID/115_10.jpg
0,data\train_aug\NoCOVID/115_11.jpg
0,data\train_aug\NoCOVID/115_12.jpg
0,data\train_aug\NoCOVID/115_13.jpg
0,data\train_aug\NoCOVID/115_14.jpg
0,data\train_aug\NoCOVID/115_15.jpg
0,data\train_aug\NoCOVID/115_16.jpg
0,data\train_aug\NoCOVID/115_17.jpg
0,data\train_aug\NoCOVID/115_18.jpg
0,data\train_aug\NoCOVID/115_19.jpg
0,data\train_aug\NoCOVID/115_2.jpg
0,data\train_aug\NoCOVID/115_20.jpg
0,data\train_aug\NoCOVID/115_3.jpg
0,data\train_aug\NoCOVID/115_4.jpg
0,data\train_aug\NoCOVID/115_5.jpg
0,data\train_aug\NoCOVID/115_6.jpg
0,data\train_aug\NoCOVID/115_7.jpg
0,data\train_aug\NoCOVID/115_8.jpg
0,data\train_aug\NoCOVID/115_9.jpg
0,data\train_aug\NoCOVID/116_1.jpg
0,data\train_aug\NoCOVID/116_10.jpg
0,data\train_aug\NoCOVID/116_11.jpg
0,data\train_aug\NoCOVID/116_12.jpg
0,data\train_aug\NoCOVID/116_13.jpg
0,data\train_aug\NoCOVID/116_14.jpg
0,data\train_aug\NoCOVID/116_15.jpg
0,data\train_aug\NoCOVID/116_16.jpg
0,data\train_aug\NoCOVID/116_17.jpg
0,data\train_aug\NoCOVID/116_18.jpg
0,data\train_aug\NoCOVID/116_19.jpg
0,data\train_aug\NoCOVID/116_2.jpg
0,data\train_aug\NoCOVID/116_20.jpg
0,data\train_aug\NoCOVID/116_3.jpg
0,data\train_aug\NoCOVID/116_4.jpg
0,data\train_aug\NoCOVID/116_5.jpg
0,data\train_aug\NoCOVID/116_6.jpg
0,data\train_aug\NoCOVID/116_7.jpg
0,data\train_aug\NoCOVID/116_8.jpg
0,data\train_aug\NoCOVID/116_9.jpg
0,data\train_aug\NoCOVID/117_1.jpg
0,data\train_aug\NoCOVID/117_10.jpg
0,data\train_aug\NoCOVID/117_11.jpg
0,data\train_aug\NoCOVID/117_12.jpg
0,data\train_aug\NoCOVID/117_13.jpg
0,data\train_aug\NoCOVID/117_14.jpg
0,data\train_aug\NoCOVID/117_15.jpg
0,data\train_aug\NoCOVID/117_16.jpg
0,data\train_aug\NoCOVID/117_17.jpg
0,data\train_aug\NoCOVID/117_18.jpg
0,data\train_aug\NoCOVID/117_19.jpg
0,data\train_aug\NoCOVID/117_2.jpg
0,data\train_aug\NoCOVID/117_20.jpg
0,data\train_aug\NoCOVID/117_3.jpg
0,data\train_aug\NoCOVID/117_4.jpg
0,data\train_aug\NoCOVID/117_5.jpg
0,data\train_aug\NoCOVID/117_6.jpg
0,data\train_aug\NoCOVID/117_7.jpg
0,data\train_aug\NoCOVID/117_8.jpg
0,data\train_aug\NoCOVID/117_9.jpg
0,data\train_aug\NoCOVID/118_1.jpg
0,data\train_aug\NoCOVID/118_10.jpg
0,data\train_aug\NoCOVID/118_11.jpg
0,data\train_aug\NoCOVID/118_12.jpg
0,data\train_aug\NoCOVID/118_13.jpg
0,data\train_aug\NoCOVID/118_14.jpg
0,data\train_aug\NoCOVID/118_15.jpg
0,data\train_aug\NoCOVID/118_16.jpg
0,data\train_aug\NoCOVID/118_17.jpg
0,data\train_aug\NoCOVID/118_18.jpg
0,data\train_aug\NoCOVID/118_19.jpg
0,data\train_aug\NoCOVID/118_2.jpg
0,data\train_aug\NoCOVID/118_20.jpg
0,data\train_aug\NoCOVID/118_3.jpg
0,data\train_aug\NoCOVID/118_4.jpg
0,data\train_aug\NoCOVID/118_5.jpg
0,data\train_aug\NoCOVID/118_6.jpg
0,data\train_aug\NoCOVID/118_7.jpg
0,data\train_aug\NoCOVID/118_8.jpg
0,data\train_aug\NoCOVID/118_9.jpg
0,data\train_aug\NoCOVID/119_1.jpg
0,data\train_aug\NoCOVID/119_10.jpg
0,data\train_aug\NoCOVID/119_11.jpg
0,data\train_aug\NoCOVID/119_12.jpg
0,data\train_aug\NoCOVID/119_13.jpg
0,data\train_aug\NoCOVID/119_14.jpg
0,data\train_aug\NoCOVID/119_15.jpg
0,data\train_aug\NoCOVID/119_16.jpg
0,data\train_aug\NoCOVID/119_17.jpg
0,data\train_aug\NoCOVID/119_18.jpg
0,data\train_aug\NoCOVID/119_19.jpg
0,data\train_aug\NoCOVID/119_2.jpg
0,data\train_aug\NoCOVID/119_20.jpg
0,data\train_aug\NoCOVID/119_3.jpg
0,data\train_aug\NoCOVID/119_4.jpg
0,data\train_aug\NoCOVID/119_5.jpg
0,data\train_aug\NoCOVID/119_6.jpg
0,data\train_aug\NoCOVID/119_7.jpg
0,data\train_aug\NoCOVID/119_8.jpg
0,data\train_aug\NoCOVID/119_9.jpg
0,data\train_aug\NoCOVID/11_1.jpg
0,data\train_aug\NoCOVID/11_10.jpg
0,data\train_aug\NoCOVID/11_11.jpg
0,data\train_aug\NoCOVID/11_12.jpg
0,data\train_aug\NoCOVID/11_13.jpg
0,data\train_aug\NoCOVID/11_14.jpg
0,data\train_aug\NoCOVID/11_15.jpg
0,data\train_aug\NoCOVID/11_16.jpg
0,data\train_aug\NoCOVID/11_17.jpg
0,data\train_aug\NoCOVID/11_18.jpg
0,data\train_aug\NoCOVID/11_19.jpg
0,data\train_aug\NoCOVID/11_2.jpg
0,data\train_aug\NoCOVID/11_20.jpg
0,data\train_aug\NoCOVID/11_3.jpg
0,data\train_aug\NoCOVID/11_4.jpg
0,data\train_aug\NoCOVID/11_5.jpg
0,data\train_aug\NoCOVID/11_6.jpg
0,data\train_aug\NoCOVID/11_7.jpg
0,data\train_aug\NoCOVID/11_8.jpg
0,data\train_aug\NoCOVID/11_9.jpg
0,data\train_aug\NoCOVID/120_1.jpg
0,data\train_aug\NoCOVID/120_10.jpg
0,data\train_aug\NoCOVID/120_11.jpg
0,data\train_aug\NoCOVID/120_12.jpg
0,data\train_aug\NoCOVID/120_13.jpg
0,data\train_aug\NoCOVID/120_14.jpg
0,data\train_aug\NoCOVID/120_15.jpg
0,data\train_aug\NoCOVID/120_16.jpg
0,data\train_aug\NoCOVID/120_17.jpg
0,data\train_aug\NoCOVID/120_18.jpg
0,data\train_aug\NoCOVID/120_19.jpg
0,data\train_aug\NoCOVID/120_2.jpg
0,data\train_aug\NoCOVID/120_20.jpg
0,data\train_aug\NoCOVID/120_3.jpg
0,data\train_aug\NoCOVID/120_4.jpg
0,data\train_aug\NoCOVID/120_5.jpg
0,data\train_aug\NoCOVID/120_6.jpg
0,data\train_aug\NoCOVID/120_7.jpg
0,data\train_aug\NoCOVID/120_8.jpg
0,data\train_aug\NoCOVID/120_9.jpg
0,data\train_aug\NoCOVID/121_1.jpg
0,data\train_aug\NoCOVID/121_10.jpg
0,data\train_aug\NoCOVID/121_11.jpg
0,data\train_aug\NoCOVID/121_12.jpg
0,data\train_aug\NoCOVID/121_13.jpg
0,data\train_aug\NoCOVID/121_14.jpg
0,data\train_aug\NoCOVID/121_15.jpg
0,data\train_aug\NoCOVID/121_16.jpg
0,data\train_aug\NoCOVID/121_17.jpg
0,data\train_aug\NoCOVID/121_18.jpg
0,data\train_aug\NoCOVID/121_19.jpg
0,data\train_aug\NoCOVID/121_2.jpg
0,data\train_aug\NoCOVID/121_20.jpg
0,data\train_aug\NoCOVID/121_3.jpg
0,data\train_aug\NoCOVID/121_4.jpg
0,data\train_aug\NoCOVID/121_5.jpg
0,data\train_aug\NoCOVID/121_6.jpg
0,data\train_aug\NoCOVID/121_7.jpg
0,data\train_aug\NoCOVID/121_8.jpg
0,data\train_aug\NoCOVID/121_9.jpg
0,data\train_aug\NoCOVID/122_1.jpg
0,data\train_aug\NoCOVID/122_10.jpg
0,data\train_aug\NoCOVID/122_11.jpg
0,data\train_aug\NoCOVID/122_12.jpg
0,data\train_aug\NoCOVID/122_13.jpg
0,data\train_aug\NoCOVID/122_14.jpg
0,data\train_aug\NoCOVID/122_15.jpg
0,data\train_aug\NoCOVID/122_16.jpg
0,data\train_aug\NoCOVID/122_17.jpg
0,data\train_aug\NoCOVID/122_18.jpg
0,data\train_aug\NoCOVID/122_19.jpg
0,data\train_aug\NoCOVID/122_2.jpg
0,data\train_aug\NoCOVID/122_20.jpg
0,data\train_aug\NoCOVID/122_3.jpg
0,data\train_aug\NoCOVID/122_4.jpg
0,data\train_aug\NoCOVID/122_5.jpg
0,data\train_aug\NoCOVID/122_6.jpg
0,data\train_aug\NoCOVID/122_7.jpg
0,data\train_aug\NoCOVID/122_8.jpg
0,data\train_aug\NoCOVID/122_9.jpg
0,data\train_aug\NoCOVID/123_1.jpg
0,data\train_aug\NoCOVID/123_10.jpg
0,data\train_aug\NoCOVID/123_11.jpg
0,data\train_aug\NoCOVID/123_12.jpg
0,data\train_aug\NoCOVID/123_13.jpg
0,data\train_aug\NoCOVID/123_14.jpg
0,data\train_aug\NoCOVID/123_15.jpg
0,data\train_aug\NoCOVID/123_16.jpg
0,data\train_aug\NoCOVID/123_17.jpg
0,data\train_aug\NoCOVID/123_18.jpg
0,data\train_aug\NoCOVID/123_19.jpg
0,data\train_aug\NoCOVID/123_2.jpg
0,data\train_aug\NoCOVID/123_20.jpg
0,data\train_aug\NoCOVID/123_3.jpg
0,data\train_aug\NoCOVID/123_4.jpg
0,data\train_aug\NoCOVID/123_5.jpg
0,data\train_aug\NoCOVID/123_6.jpg
0,data\train_aug\NoCOVID/123_7.jpg
0,data\train_aug\NoCOVID/123_8.jpg
0,data\train_aug\NoCOVID/123_9.jpg
0,data\train_aug\NoCOVID/124_1.jpg
0,data\train_aug\NoCOVID/124_10.jpg
0,data\train_aug\NoCOVID/124_11.jpg
0,data\train_aug\NoCOVID/124_12.jpg
0,data\train_aug\NoCOVID/124_13.jpg
0,data\train_aug\NoCOVID/124_14.jpg
0,data\train_aug\NoCOVID/124_15.jpg
0,data\train_aug\NoCOVID/124_16.jpg
0,data\train_aug\NoCOVID/124_17.jpg
0,data\train_aug\NoCOVID/124_18.jpg
0,data\train_aug\NoCOVID/124_19.jpg
0,data\train_aug\NoCOVID/124_2.jpg
0,data\train_aug\NoCOVID/124_20.jpg
0,data\train_aug\NoCOVID/124_3.jpg
0,data\train_aug\NoCOVID/124_4.jpg
0,data\train_aug\NoCOVID/124_5.jpg
0,data\train_aug\NoCOVID/124_6.jpg
0,data\train_aug\NoCOVID/124_7.jpg
0,data\train_aug\NoCOVID/124_8.jpg
0,data\train_aug\NoCOVID/124_9.jpg
0,data\train_aug\NoCOVID/125_1.jpg
0,data\train_aug\NoCOVID/125_10.jpg
0,data\train_aug\NoCOVID/125_11.jpg
0,data\train_aug\NoCOVID/125_12.jpg
0,data\train_aug\NoCOVID/125_13.jpg
0,data\train_aug\NoCOVID/125_14.jpg
0,data\train_aug\NoCOVID/125_15.jpg
0,data\train_aug\NoCOVID/125_16.jpg
0,data\train_aug\NoCOVID/125_17.jpg
0,data\train_aug\NoCOVID/125_18.jpg
0,data\train_aug\NoCOVID/125_19.jpg
0,data\train_aug\NoCOVID/125_2.jpg
0,data\train_aug\NoCOVID/125_20.jpg
0,data\train_aug\NoCOVID/125_3.jpg
0,data\train_aug\NoCOVID/125_4.jpg
0,data\train_aug\NoCOVID/125_5.jpg
0,data\train_aug\NoCOVID/125_6.jpg
0,data\train_aug\NoCOVID/125_7.jpg
0,data\train_aug\NoCOVID/125_8.jpg
0,data\train_aug\NoCOVID/125_9.jpg
0,data\train_aug\NoCOVID/126_1.jpg
0,data\train_aug\NoCOVID/126_10.jpg
